Conway;M;s/o;s/s
Cook;M;s/o;s/s
Cooper;M;s/o;s/s
Copretes;M;s/o;s/s
Coquena;A;s/o;s/s
Cora;F;Griego;Virgen-doncella-muchacha-sobrenombre Deproserpina
Coral;F;Latino;"Del Latin ""corallium""(con Prestamo De U-na Lengua Semitica), Piedrita, Guijarro"
Coralia;F;Griego;Muchacha-doncella
Coralie;F;s/o;s/s
Coran;M;s/o;s/s
Corbett;M;s/o;s/s
Corbin;M;s/o;s/s
Corbiniano;M;s/o;s/s
Corcoran;M;s/o;s/s
Cordelia;F;Latino;La De Corazon Pequeño, En Las Cronicas Deholinshed, Que Es De Donde Shakespeare Toma El Nombre De Su Famoso Per-sonaje Del Rey Lear, Cordelia Aparece Como Cordeilla
Cordell;M;s/o;s/s
Cordula;F;s/o;s/s
Corebo;M;s/o;s/s
Corey;M;s/o;s/s
Cori;A;s/o;s/s
Corin;F;s/o;s/s
Corina;F;Griego;Del Latin Corinna, Diminutivo De Virgen-doncella-muchacha-la Joven Virgen-nombre De Una Poetisa Griega (siglov A.C.)y Seudonimo De La Amante De Ovidio
Corinna;F;s/o;s/s
Corinne;F;s/o;s/s
Coriolano;M;s/o;s/s
Corliss;A;s/o;s/s
Cornelia;F;s/o;s/s
Cornelio;M;Latino;"Del Latin ""corneus"" En Figura De Cuerno, Que Toca El Cuerno En La Batalla, Centurion De Cesarea, De La Cohorte I-talica, Temeroso De Dios Se Convirtio Al Cristianismo"
Cornelius;M;s/o;s/s
Cornell;M;s/o;s/s
Corona;M;Latino;"Del Latin ""corona""corona, Guirnalda Deflores Con Que Se Ciñe La Cabeza, Prestamo Antiguo Del Griego, Santa Co-rona, Martir Siria Del Siglo Ii"
Coronados;M;s/o;s/s
Cort;M;s/o;s/s
Cory;M;s/o;s/s
Cosima;F;s/o;s/s
Cosma;F;s/o;s/s
Cosme;M;Griego;Ordenado-arreglado-hermoso-san Cosme, Medico Como Su Hermano Damian Y Martirizado Con El En Arabia (siglo Iii)
Cosmo;M;s/o;s/s
Costante;M;s/o;s/s
Costanza;F;s/o;s/s
Cotido;M;s/o;s/s
Coty;A;s/o;s/s
Courtland;M;s/o;s/s
Courtney;A;s/o;s/s
Covadonga;F;s/o;Advocacion Española De La Virgen Maria Venerada En Astu-rias, Cerca De La Cueva En Que Pelayo Y Sus Hombres Juraron Conquistara España
Craig;F;s/o;s/s
Craton;M;s/o;s/s
Creighton;M;s/o;s/s
Cremencio;M;s/o;s/s
Crenscente;M;s/o;s/s
Crescencia;F;s/o;s/s
Crescenciana;F;s/o;s/s
Crescenciano;M;s/o;s/s
Crescencio;M;Latino;"Del Latin ""crescentius"", Derivado De""cres-cens"" Que Crece En Virtud, Varios Santos De Los Primeros Siglos"
Crescencion;M;s/o;s/s
Crescent;F;s/o;s/s
Crescente;M;Latino;"Del Latin""crescens"", Que Crece, Sobrenom-bre Que Los Romanos Daban A Jupiter Niño Y A Diana Como Personifica-cion De La Luna, Dos Discipulos De San Pablo."
Cresconio;M;s/o;s/s
Creso;M;s/o;s/s
Cressida;F;s/o;s/s
Crisanto;M;Griego;Flor De Oro-en El Santoral Un Martir Romano Del Siglo Iii
Crisoforo;M;Griego;El Que Lleva Oro, San Crisofora, Martir Aprincipios Del Siglo Iv
Crisogono;M;s/o;s/s
Crisol;M;s/o;s/s
Crisologo;M;Griego;s/s
Crisostomo;M;Griego;Boca De Oro, El Que Tiene La Palabra Valiosa Apodo De Un Padre De La Iglesia Griega, San Juan Crisostomo
Crisotelo;M;s/o;s/s
Crispin;M;Latino;"Del Latin ""crispinus"" Derivado De ""cris-pus"" (cristo) Obispo De Ecija (sevilla), Variedad De Crispo"
Crispina;F;s/o;s/s
Crispiniano;M;s/o;s/s
Crispo;M;Latino;Cabello Rizado O Crespo, Prefecto De La Sinagoga De Corinto, Que Junto Con Toda Su Casa Se Convirtio A La Fe Depablo Y Fue Bautizado Por El
Crispulo;M;s/o;s/s
Cristal;F;s/o;s/s
Cristel;F;s/o;s/s
Cristela;F;s/o;s/s
Cristelle;F;s/o;s/s
Cristeta;F;s/o;s/s
Cristhall;F;s/o;s/s
Cristhian;M;s/o;s/s
Cristian;M;Latino;"Del Bajo Latin ""christianus"" (perteneciente A La Religion De Cristo, Cristiano), De Cristo, El Ungido Del Señor, Esel Que Sirve A Cristo"
Cristiana;F;s/o;s/s
Cristiano;M;s/o;s/s
Cristina;F;Latino;Variante De Cristiana-entre Las Santas Deeste Nombre La Virgen De Bolsena, Cristalina Y Limpida De Pensamiento, La Ungida, Variedad De Cristian
Cristino;M;s/o;s/s
Cristo;M;s/o;s/s
Cristobal;M;Griego;Que Lleva A Cristo, El Que Lleva A Cristoconsigo
Cristopher;M;s/o;s/s
Cromacio;M;s/o;s/s
Cronidas;M;s/o;s/s
Crosby;M;s/o;s/s
Cruz;M;Latino;Del Latin, Nombre De Varon Y Mujer-patibulo]formado Por Dos Maderos Que Se Cruzan En Angulo Recto Usado Para Darmuerte A Ntro.Señor Jesucristo
Crystal;F;s/o;s/s
Cuadragesimo;M;s/o;s/s
Cuadrato;M;s/o;s/s
Cuartila;M;s/o;s/s
Cuarto;M;s/o;s/s
Cucia;M;s/o;s/s
Cucufate;M;s/o;s/s
Cullen;M;s/o;s/s
Culmacio;M;s/o;s/s
Cumelen;A;s/o;s/s
Cunegunda;F;Germanico;"Kunigunde Del Gotico ""kuni"", ""hunni""en Antiguo Alto Aleman, Familia, Estirpe, Descendencia, Santa Cunegunda, Esposa Del Emperador Enrique El Santo (siglo Xi)"
Cuniberto;M;Teuton;Que Brilla Sobre Los Demas Por Su Nobleestirpe, Variedad De Humberto
Cupido;M;Latino;Dios Romano Que Personifica El Deseo Amoroso-fue Identificado Con El Eros Griego
Curcudomo;M;s/o;s/s
Curonoto;M;s/o;s/s
Curt;M;s/o;s/s
Curtis;M;s/o;s/s
Custodio;M;Latino;"Del Latin ""custodio"" Guardar-custodiar-derivado De Custodia (guarda)-el Angel Guardian"
Cutberto;M;Anglosajon;El Que Brilla Por Su Fama-san Cutbertoobispo Ingles Del Siglo Vii, Al Cual Estan Dedicadas Setenta Y Dos Iglesias, Pricipalmente En El Norte De Inglaterra
Cutmano;M;Anglosajon;El Hombre Que Tiene Buena Fama
Cuyen;A;s/o;s/s
Cybele;F;s/o;s/s
Cybill;F;s/o;s/s
Cyd;A;s/o;s/s
Cynara;F;s/o;s/s
Cyndi;F;s/o;s/s
Cynric;M;s/o;s/s
Cynthia;F;s/o;s/s
Cyntia;F;s/o;s/s
Cyprien;M;s/o;s/s
Cyrano;M;s/o;s/s
Cyrene;F;s/o;s/s
Cyril;M;s/o;s/s
Cyrilla;F;s/o;s/s
Cyrus;M;s/o;s/s
Cytheria;F;s/o;s/s
Cyen;F;s/o;s/s
Dabria;F;s/o;s/s
Dacey;A;s/o;s/s
Daciano;M;s/o;s/s
Dacil;F;s/o;s/s
Dacio;M;Latino;"Del Latin ""dacius"", Deriva De ""datus"", Elqur Vino De Dacia-martir Damasceno Africano"
Dadas;M;s/o;s/s
Dafna;F;s/o;s/s
Dafne;F;Griego;Ninfa Arcadia, Hija Del Rio Ladon O Tasa-lia, Laurel, Que Esta Coronada De Laureles
Dafrosa;F;s/o;s/s
Dag;M;s/o;s/s
Dagan;M;s/o;s/s
Dagma;F;s/o;s/s
Dagmar;F;s/o;s/s
Dagny;F;s/o;s/s
Dago;M;s/o;s/s
Dagoberto;M;Godo;"De ""dagobert"", El Que Brilla Como El Dia, Queresplandece Como El Sol, San Dagoberto, Rey De Austrasia Y Martir Delsiglo Vii"
Dahlia;F;s/o;s/s
Dai;F;s/o;s/s
Daian;M;s/o;s/s
Daiana;F;s/o;s/s
Daiara;F;s/o;s/s
Daien;M;s/o;s/s
Daila;F;s/o;s/s
Daimi;F;s/o;s/s
Daina;F;s/o;s/s
Daira;F;Griego;Llena De Sabiduria.
Daisy;F;s/o;s/s
Dakia;F;s/o;s/s
Dakota;A;s/o;s/s
Dalal;F;s/o;s/s
Dalan;M;s/o;s/s
Dale;A;s/o;s/s
Dalia;F;s/o;Nombre De Flor Mexicana-ese Nombre Fue Colocado Por Elbotanico Español Cavanilles Para Exaltar A Su Colega Sueco Dahl (1786)propiamente Dahlia. Dahl A Su Vez Significa Valle En Sueco
Dalila;F;Hebreo;Rizo Ondulado, Delicada, De Piel Delicadatierna, Fue La Amante De Sanson Al Que Con Tenaz Insistencia Arranco Elsecreto De Su Fuierza
Dalina;F;s/o;s/s
Dalinda;F;s/o;s/s
Dallas;A;s/o;s/s
Dalma;F;s/o;s/s
Dalmacio;M;Latino;"Del Latino ""dalmatius""originario De Dalmacia, El Pintado, Un Obispo De Pavia En El Siglo Iv"
Dalmira;F;s/o;s/s
Dalmiro;M;Teuton;El Que Es Ilustre Por Su Nobleza-aferesisde Adalmiro, Variante De Adelmaro
Dalton;M;s/o;s/s
Daly;M;s/o;s/s
Damalis;M;s/o;s/s
Damara;F;s/o;s/s
Damaris;F;s/o;s/s
Damasia;F;s/o;s/s
Damaso;M;Griego;Domador-el Habil Domador-san Damaso, Papadel Siglo Iv
Damek;M;s/o;s/s
Damen;M;s/o;s/s
Damian;M;Griego;El Que Doma-domador-el Hombre Del Puebloel Que Salio De La Gente-hermano De San Cosme-martir Del Siglo Iii
Damiana;F;Griego;s/s
Damir;M;s/o;s/s
Damon;M;s/o;s/s
Dan;M;Hebreo;El Que Sale A Juzgar,  El Juez-hijo Dejacob Y De Bilha (esclava De Raquel)
Dana;F;s/o;s/s
Danae;F;Griego;Arido-seco-es El Nombre Mistico De La Tierra Arida Cuya Union Con La Lluvia Esta Simbolizada En La Fabula-hijade Acrisio, Rey De Argos Y De Euridice
Danah;F;s/o;s/s
Dane;M;s/o;s/s
Danel;M;s/o;s/s
Danesa;F;s/o;s/s
Danett;F;s/o;s/s
Dani;F;s/o;s/s
Dania;F;s/o;s/s
Danica;F;s/o;s/s
Daniel;M;Hebreo;Dios Es Mi Juez-procedia De Una Noble Familia De Juda Y Segun Flavio Josefo Era De Sangre Real, Un Anacoreta Catalan, Martir En Gerona (siglo Ix)
Daniela;F;s/o;s/s
Danielle;F;s/o;s/s
Danila;F;s/o;s/s
Danilo;M;s/o;"Variante Serviocroata De Daniel, Debe Su Uso En Los Paiseshispanos Al Personaje De ""la Viuda Alegre"" (el Conde Danilo)"
Danimiro;M;s/o;s/s
Danisa;F;s/o;s/s
Danit;F;s/o;s/s
Danitza;F;s/o;s/s
Danko;M;s/o;s/s
Danna;F;s/o;s/s
Danny;M;s/o;s/s
Dante;M;Germanico;El Que Da, El Que Ofrece, Contracciondel Antiguo Durante, El De Caracter Firme.
Dantzel;F;s/o;s/s
Danya;F;s/o;s/s
Daphne;F;s/o;s/s
Dara;F;s/o;s/s
Darby;M;s/o;s/s
Darciel;M;s/o;s/s
Darcy;A;s/o;s/s
Dardo;M;Griego;Astuto-habil
Darek;M;s/o;s/s
Daren;M;s/o;s/s
Daria;F;s/o;s/s
Darian;M;s/o;s/s
Dariel;M;s/o;s/s
Darien;M;s/o;s/s
Darin;M;s/o;s/s
Dario;M;Persa;El Refrenador, El Que Protege Contra El Malrey Persa Que Permitio A Los Judios Proseguir La Construccion Del Tem-plo En Jerusalem, San Dario Martir En Nicea (siglo Iv)
Darko;M;s/o;s/s
Darla;F;s/o;s/s
Darlene;F;s/o;s/s
Darnell;M;s/o;s/s
Darrel;M;s/o;s/s
Darren;M;s/o;s/s
Darrin;M;s/o;s/s
Darrion;M;s/o;s/s
Darryl;M;s/o;s/s
Darshan;M;s/o;s/s
Daryl;A;s/o;s/s
Dasha;F;s/o;s/s
Dasio;M;s/o;s/s
Dativa;F;s/o;s/s
Dativo;M;Latino;"Del Latin ""dativus"", Termino Del Derecho Romano Que Se Aplica A Los Tutores, Perteneciente Al Dar"
Dato;M;Latino;"Del Latin ""datus"", Dado, Corresponde A Donato, Raiz Indoeuropea ""do""dar, San Dato, Obispo De Ravena Del Siglo Ii"
Davan;F;s/o;s/s
Dave;M;s/o;s/s
Davi;M;s/o;s/s
David;M;Hebreo;El Amado Por Dios, Hijo Menor De Isaj Ojese, Cabeza De Tribu, Venerado Como Santo En La Iglesia Catolica.
Davida;F;s/o;s/s
Davin;M;s/o;s/s
Davina;F;s/o;s/s
Davine;F;s/o;s/s
Davino;M;s/o;s/s
Davis;M;s/o;s/s
Davor;M;s/o;s/s
Dawn;F;s/o;s/s
Daya;F;s/o;s/s
De Aranzazu;F;s/o;s/s
De Dios;M;s/o;s/s
De Fatima;F;s/o;s/s
De Jesus;A;s/o;s/s
De la Cruz;A;s/o;s/s
De la Esperanza;F;s/o;s/s
De la Flor;F;s/o;s/s
De la Merced;A;s/o;s/s
De la Paz;A;s/o;s/s
De las Mercedes;F;s/o;s/s
De las Nieves;F;s/o;s/s
De los Angeles;F;s/o;s/s
De los Milagros;F;s/o;s/s
De Lourdes;F;s/o;s/s
De Lujan;A;s/o;s/s
Deacon;M;s/o;s/s
Dean;M;s/o;s/s
Deandra;F;s/o;s/s
Debbie;F;s/o;s/s
Debora;F;Hebreo;Abeja
Deborah;F;s/o;s/s
Debra;F;s/o;s/s
Decio;M;Latino;Derivado De Una Gens Romana (equivale Adecimo), San Decio, Martir Italiano Del Siglo Iv
Decker;M;s/o;s/s
Decoroso;M;Latino;"Del Latin ""decorosus"" Derivado De""decorus""que Esta Bien, Conveniente-procede De ""decet""conviene Comodecente, Digno, San Decoroso, Obispo De Capua En El Siglo Vii"
Dedalo;M;Griego;Hijo De Alcipe, Una Nieta De Crecope, Elque Es Habil Artista- Habil
Dee;F;s/o;s/s
Deian;M;s/o;s/s
Deianira;F;s/o;s/s
Deicola;M;Latino;"Del Latin ""deicola"", De Deus(dios) Y ""colocultivar, Morarel Que Cultiva A Dios, San Deicola, Abad Breton Discipulode San Columbano"
Deidamia;F;Griego;La Que Combate Con Paciencia
Deka;F;s/o;s/s
Dekel;M;s/o;s/s
Del Carmen;A;s/o;s/s
Del Cielo;A;s/o;s/s
Del Corazon de Jesus;A;s/o;s/s
Del Mar;F;s/o;s/s
Del Milagro;A;s/o;s/s
Del Pilar;F;s/o;s/s
Del Rocio;A;s/o;s/s
Del Rosario;A;s/o;s/s
Del Sagr.C.de Jesus;A;s/o;s/s
Del Sagrado Corazón;A;s/o;s/s
Del Socorro;F;s/o;s/s
Del Sol;F;s/o;s/s
Del Solar;A;s/o;s/s
Del Valle;A;s/o;s/s
Delaney;F;s/o;s/s
Delano;M;s/o;s/s
Delbert;M;s/o;s/s
Deleandra;F;s/o;s/s
Delfin;M;Griego;De Formas Graciles Y Bellas-en La Mitologia Griega Era El Dragon Que Guardaba El Oraculo De Delfos-obispo Deburdeus, Siglo Iv
Delfina;F;s/o;s/s
Delfino;M;s/o;Variedad De Delfin
Delfor;M;Griego;Venido De Delfos, Variacion De Delfin
Delia;F;Griego;De La Isla De Delos, Sobrenombre De Artemisa (diana), Por Haber Nacido Al Igual Que Su Hermano Apolo En La Islade Delos, Una De Las Cicladas, La Divina, Variedad De Diana
Delicia;F;Latino;"Del Latin ""delicia"", Deleitarse"
Delila;F;s/o;s/s
Delilah;F;s/o;s/s
Della;F;s/o;s/s
Delma;F;s/o;s/s
Delphine;F;s/o;s/s
Delsie;F;s/o;s/s
Delsin;M;s/o;s/s
Delta;F;s/o;s/s
Delu;F;s/o;s/s
Delvis;F;s/o;s/s
Deman;M;s/o;s/s
Demetria;F;s/o;s/s
Demetrio;M;Griego;Perteneciente A Demeter (madre De La Tie-rra), Nombre Propio De 4 Personas Biblicas, Entre Los Santos De Este Nombre Se Encuentra El Proconsul Romano Martir Del Siglo Iv
Demetrius;M;s/o;s/s
Demian;M;s/o;s/s
Democrito;M;Griego;Escogido Por El Pueblo, Juez, Arbitro Delpueblo, Ilustre Filosofo Griego Del Siglo V A.C.
Demofila;F;Griego;Amiga Del Pueblo Generofemenino
Demostenes;M;Griego;El Que Domina Al Pueblo
Dempsey;A;s/o;s/s
Dempster;M;s/o;s/s
Dena;F;s/o;s/s
Denice;F;s/o;s/s
Denis;M;s/o;s/s
Denisa;F;s/o;s/s
Denise;F;s/o;s/s
Denisse;F;s/o;s/s
Dennis;M;s/o;s/s
Denver;A;s/o;s/s
Denzel;M;s/o;s/s
Deogracia;F;s/o;s/s
Deogracias;M;s/o;s/s
Deolinda;F;s/o;s/s
Der;M;s/o;s/s
Derek;M;s/o;s/s
Derex;M;s/o;s/s
Derfuta;F;s/o;s/s
Derlis;M;s/o;s/s
Dermot;M;s/o;s/s
Derora;F;s/o;s/s
Derrick;M;s/o;s/s
Derry;M;s/o;s/s
Desi;M;s/o;s/s
Desiderio;M;s/o;s/s
Desiree;F;s/o;s/s
Desmond;M;s/o;s/s
Despina;F;s/o;s/s
Destiny;F;s/o;s/s
Deva;F;s/o;s/s
Deverell;A;s/o;s/s
Devi;F;s/o;s/s
Devin;A;s/o;s/s
Devlin;M;s/o;s/s
Devnet;M;s/o;s/s
Devon;A;s/o;s/s
Devorah;F;s/o;s/s
Devota;F;Latino;"Del Latin ""devota"", Consagrada, Fiel A Diossanta Patrona De Monaco Cuya Fiesta Se Celebra El 27 De Enero"
Dewey;M;s/o;s/s
Dexter;M;s/o;s/s
Deyanira;F;s/o;Hermana De Meleagro E Hija De Altea Y Eneo, El Rey De Calidonla Destructora De Hombres
Dharma;F;s/o;s/s
Dharvinder;A;s/o;s/s
Dheera;M;s/o;s/s
Dhyan;M;s/o;s/s
Diadema;F;s/o;s/s
Diago;M;s/o;s/s
Diallo;M;s/o;s/s
Diamanta;F;s/o;s/s
Diamante;F;s/o;s/s
Diamela;F;s/o;s/s
Diana;F;Griego;La Llena De Luz, Llena De Divinidad
Diana;F;s/o;s/s
Diane;F;s/o;s/s
Dianela;F;s/o;s/s
Dianella;F;s/o;s/s
Dianne;F;s/o;s/s
Dianthe;F;s/o;s/s
Diba;F;s/o;s/s
Dibe;F;s/o;s/s
Dick;M;s/o;s/s
Dictimio;M;s/o;s/s
Didier;M;Frances;s/s
Didimo;M;Griego;Doble-gemelo-reduplicativo, Hermano Mellizosobrenombre Que Se Le Da Al Hermano Tomas
Didio;M;Latino;Al Que Dios Concedio Gracia
Diederik;M;s/o;s/s
Diego;M;Griego;s/s
Diella;F;s/o;s/s
Dieter;M;s/o;s/s
Digna;F;Latino;s/s
Dikran;M;s/o;s/s
Dilek;F;s/o;s/s
Dillan;M;s/o;s/s
Dillon;M;s/o;s/s
Dilys;F;s/o;s/s
Dimas;M;Griego;s/s
Dimitri;M;s/o;s/s
Dimpna;F;Irlandes;Ciervo Pequeño, Venadito-santa Dimpna, Virgen Y Martir Del Siglo Vii
Dina;F;Hebreo;Juicio De Din, Juzgar, Juzgada, Femenino Dedan, Nombre De La Hija Unica Del Patriarca Jacob, Variedad Femenina Dedaniel
Dinah;F;s/o;s/s
Dino;M;s/o;"Diminutivo Italiano De ""bernardino""(formado En El Romance"
Dinora;F;Arameo;Luz- Nombre Postbiblico, Se Encuentra Enel Zohar Y La Cabala
Dinorah;F;Arameo;Luz
Dio;A;s/o;s/s
Diocleciano;M;s/o;s/s
Diocles;M;Griego;Gloria Divina
Diodoro;M;Griego;Don De Zeus, En La Mitologia Un Nieto Dehercules Que Sometio A Muchos Pueblos Africanos-en El Santoral, Un Martir Romano
Diogenes;M;Griego;El Generado Por Zeus, El Que Vino Al Mundopor Dios, Filosofo Cinico De Sinope
Diogo;M;s/o;s/s
Diomedes;M;Griego;Pensamiento-plan-meditacion-el Que Confiaen La Proteccion De Dios
Diomid;M;s/o;s/s
Diomira;F;s/o;Variante De Teodomira
Dion;M;Griego;s/s
Dionel;M;s/o;s/s
Dionisia;F;s/o;s/s
Dionisio;M;Griego;s/s
Dionne;F;s/o;s/s
Dionysus;M;s/o;s/s
Dior;F;s/o;s/s
Diorella;F;s/o;s/s
Dioscoro;M;Latino;"De ""dominicus""señor, Nacido En El Dia Delseñor, Santo Domingo De Guzman Compañero De San Francisco De Asis-que Es Del Señor"
Diosdado;M;Latino;Don De Dios-en El Santoral Un Papa Delsiglo Vii Que Curo A Un Leproso Con Un Beso
Diosma;F;s/o;s/s
Dirck;M;s/o;s/s
Dirk;M;s/o;s/s
Disa;F;s/o;s/s
Disibodo;M;s/o;s/s
Dita;F;s/o;s/s
Diva;F;s/o;s/s
Divico;M;s/o;s/s
Divina;F;s/o;De Divina Providencia, Usado Hiperbolicamente Con El Sentido De Hermosa En Grado Superlativo
Divna;F;s/o;s/s
Dixie;M;s/o;s/s
Dixon;M;s/o;s/s
Dmitri;M;s/o;s/s
Doane;M;s/o;s/s
Dobry;M;s/o;s/s
Doelia;F;s/o;s/s
Dolce;M;s/o;s/s
Dolly;F;s/o;s/s
Dolores;F;s/o;Derivado De Doleoexperimentar Dolor O Sufrir, Su Origenes Maria De Los Dolores (por Los Dolores De La Virgen Maria), Se Ha Popularizado Como Lola
Dom;M;s/o;s/s
Domenico;M;s/o;s/s
Domiciana;F;Latino;s/s
Domiciano;M;Latino;Variante De Domicio
Domicio;M;Latino;s/s
Domingo;M;s/o;s/s
Dominic;M;s/o;s/s
Dominica;F;s/o;Forma Femenina De Domingo, Santa Dominica-virgen Calabresadel Siglo Iv
Dominick;M;s/o;s/s
Dominique;F;s/o;s/s
Domitila;F;Latino;s/s
Domiziana;F;s/o;s/s
Domma;F;s/o;s/s
Dommina;F;s/o;s/s
Domnion;M;s/o;s/s
Don;M;s/o;s/s
Dona;F;s/o;s/s
Donal;M;s/o;s/s
Donald;M;s/o;s/s
Donaldo;M;Celtico;Poderoso En El Mundo, El Que Gobierna Au-dazmente, El Caudillo Audaz-nombre Popular Entre Los Escoceses
Donardo;M;s/o;s/s
Donat;M;s/o;s/s
Donata;F;s/o;s/s
Donatella;F;s/o;s/s
Donatien;M;s/o;s/s
Donatila;F;Latino;s/s
Donato;M;Latino;"Del Latin ""donatus"", Dado Por Dios"
Donella;F;s/o;s/s
Donina;F;s/o;s/s
Donna;F;s/o;s/s
Donnelly;M;s/o;s/s
Donovan;M;s/o;s/s
Dora;F;Griego;Forma Diminutiva De Dorotea, Teodora, Isidora
Doralisa;F;s/o;s/s
Dorana;F;s/o;s/s
Dorcas;F;Griego;Gacela
Dore;F;s/o;s/s
Doreen;F;s/o;s/s
Dorelia;F;s/o;s/s
Dorian;M;s/o;s/s
Dorie;F;s/o;s/s
Dorina;F;s/o;s/s
Dorinda;F;s/o;s/s
Doris;F;Griego;Una Muchacha Doria, Es Decir Procedente Dela Dorida, Ninfa Marina, Esposa De Nereo Y Madre De 50 Nereidas
Dorla;F;s/o;s/s
Doron;M;s/o;s/s
Dorotea;F;Griego;Don De Dios, Donado Por Dios
Dorothea;F;s/o;s/s
Dorothy;F;s/o;s/s
Dory;A;s/o;s/s
Dorzong;M;s/o;s/s
Dositeo;M;Griego;Donacion De Dios, Es La Posesion De Dios
Dougal;M;s/o;s/s
Douglas;M;s/o;s/s
Douglass;M;s/o;s/s
Dov;M;s/o;s/s
Dovber;M;s/o;s/s
Doyel;A;s/o;s/s
Doyle;M;s/o;s/s
Drake;M;s/o;s/s
Drazen;M;s/o;s/s
Drever;F;s/o;s/s
Drew;A;s/o;s/s
Drina;F;s/o;s/s
Droctoveo;M;s/o;s/s
Drogon;M;s/o;s/s
Drusila;F;s/o;Sobrenombre Fmenino Romano Derivado Del Nombre Celta
Drusilla;F;s/o;s/s
Druso;M;s/o;s/s
Duam;A;s/o;s/s
Dubiel;M;s/o;s/s
Dudley;M;s/o;s/s
Duena;F;s/o;s/s
Duff;M;s/o;s/s
Dugan;M;s/o;s/s
Duglas;M;s/o;s/s
Duham;M;s/o;s/s
Duilio;M;Latino;Listo-aprestado A Combatir
Duka;F;s/o;s/s
Duke;M;s/o;s/s
Dula;F;s/o;s/s
Dulas;M;s/o;s/s
Dulce;F;Latino;"Nombre Mistico Alusivo Al Dulce Nombre Demaria, Del Latin ""dulcis""grato-deleitoso-tierno"
Dulce Jesus;M;s/o;s/s
Dulce Maria;F;s/o;s/s
Dulcea;F;s/o;s/s
Dulcidio;M;Latino;"Bajo Latin ""dulcidio"", De Dulcisdulce, San Dulcidio, Obispo De Agen En Francia (siglo Vii)"
Dulcinea;F;Latino;"Del Latin ""dulcis""dulce, Que Tiene Dulzu-ra"
Dulio;M;s/o;s/s
Duman;M;s/o;s/s
Duncan;M;s/o;s/s
Dunia;F;s/o;s/s
Dunlop;M;s/o;s/s
Dunn;M;s/o;s/s
Dunstan;M;s/o;s/s
Dunstano;M;Anglosajon;"Dunstan De ""dun""colina Y ""stan""piedra, Piedra De La Colina.-san Dunstano Arzobispo De Cantorbery (siglomuy Venerado En Inglaterra Durante La Edad Media"
Durand;M;s/o;s/s
Dusan;M;s/o;s/s
Duscha;M;s/o;s/s
Dustin;M;s/o;s/s
Dustine;F;s/o;s/s
Dusty;M;s/o;s/s
Dutch;M;s/o;s/s
Dwayne;M;s/o;s/s
Dwight;M;s/o;s/s
Dyan;F;s/o;s/s
Dyani;F;s/o;s/s
Dylan;M;s/o;s/s
Dyllis;F;s/o;s/s
Dymas;M;s/o;s/s
Dymphna;F;s/o;s/s
Eadberto;M;Teuton;Destacado Por Su Riqueza
Eadmundo;M;s/o;s/s
Eadoin;M;s/o;s/s
Ealsa;F;s/o;s/s
Eamon;M;s/o;s/s
Eanwinda;F;s/o;s/s
Earl;M;s/o;s/s
Eartha;F;s/o;s/s
Easter;F;s/o;s/s
Eaton;M;s/o;s/s
Eavan;A;s/o;s/s
Ebal;M;s/o;s/s
Ebele;F;s/o;s/s
Eber;F;Hebreo;Los Del Mas Alla, En La Genealogia Biblicapadre De Peleg, Del Cual Proceden Los Arameos Y Hebreos
Eberardo;M;Germanico;Audaz Como El Jabali, Fuerte Como Eloso.Entre Los Santos Un Abad Suizo De Einsiedeln (siglo X)
Ebiciaro;M;s/o;s/s
Ebon;M;s/o;s/s
Ebony;F;s/o;s/s
Ebrulfo;M;s/o;s/s
Ece;F;s/o;s/s
Echo;F;s/o;s/s
Eciar;M;s/o;s/s
Eda;F;s/o;s/s
Edan;M;s/o;s/s
Edana;F;s/o;s/s
Edberto;M;Germanico;El Que Brilla Con Su Espada.Monje Irlandes Del Siglo Viii
Edburga;F;Anglosajon;La Proteccion De La Propiedad, La San-ta De Este Nombre Es Hija De Eduardo I Y Reina De Inglaterra
Edda;F;Aleman;Bisabuela
Eddie;A;s/o;s/s
Eddine;M;s/o;s/s
Edelba;F;s/o;s/s
Edelburga;F;Anglosajon;Estirpe Noble, Amparo De La Nobleza, Hija De San Edelberto (siglo Vii)
Edelia;F;s/o;Variante De Adela En Su Forma Anglosajona Ethel
Edelina;F;s/o;s/s
Edeline;F;s/o;s/s
Edelira;F;s/o;s/s
Edelma;F;s/o;s/s
Edelmar;M;s/o;s/s
Edelmira;F;s/o;s/s
Edelmiro;M;Germanico;Celebre Por La Nobleza Que Representavariante De Adelmaro, El Nombre Dalmira Es Aferesis De Edelmira
Edeltruda;F;Anglosajon;Amada Por Su Nobleza, La Difusion Deeste Nombre Se Debe A La Reina Northumbria, Fundadora Del Convento Deely
Edelvais;F;s/o;s/s
Edelweiss;F;s/o;s/s
Eden;A;s/o;s/s
Edena;F;s/o;s/s
Edesio;M;s/o;s/s
Edeso;M;s/o;s/s
Edgar;M;Germanico;s/s
Edgarda;F;s/o;s/s
Edgardo;M;Teuton;"El Que Defiende Sus Dominios Con La Lanzavariante De Edgar Con La Terminacion ""do"" Por Atraccion De Eduardo, Ricardo..."
Edie;F;s/o;s/s
Edilberto;M;s/o;s/s
Edilburga;F;s/o;Variante De Edilburga
Edilia;F;Griego;Es Como Una Estatua
Edilio;M;s/o;s/s
Edilma;F;s/o;s/s
Ediltrudis;F;s/o;s/s
